keys,en,de,it,ja,pl,uk,fr,es,pt_BR
TUTORIAL_0_8,"Great, you arrived securely!\nNow you have to open the doors.\nWith 'i' you can open the left doors, with 'p' the right doors.\nIn our case we have to open the left doors with 'i'.","Super, Sie sind heile angekommen!\nNun sollten Sie die Türen öffnen.\nMit 'i' können Sie die linken, mit 'p' die rechten Türen öffnen.\nIn unserem Fall müssen wir die linken öffnen.","Benissimo, sei arrivato in sicurezza!\nOra bisogna aprire le porte.\nPremendo 'i' puoi aprire quelle di sinistra, mentre con 'p' si apriranno le porte di destra.\nNel nostro caso dovremo aprire le porte di sinistra premendo 'i'.",上出来です。無事駅に到着しました!\nさて、ドアを開ける必要があります\n’i’を押すと左側のドアが開き\n’p’を押すと右側のドアが開きます。,"""Świetnie, Zatrzymałeś się bezpiecznie!\nMożesz teraz otworzyć drzwi.\nPrzyciskiem 'i' Możesz otworzyć drzwi po lewj stronie, A używając 'p' po prawej.\nW naszym przypadku musimy otworzyć drzwi po lewej stronie 'i'.""","Чудово, ви надійно прибули!\nТепер ви повинні відчинити двері.\nЗа допомогою ‘i’ ви можете відкрити ліві двері, а за допомогою ‘p’ - праві.\nУ нашому випадку ми повинні відкрити ліві двері за допомогою ‘i’.","Parfait, vous êtes arrivé en toute sécurité!\nMaintenant vous devez ouvrir les portes.\nAvec 'i' vous ouvrez les portes de gauche, avec 'p' les portes de droite.\nDans notre cas, nous devons ouvrir les portes de gauche avec 'i'.","¡Genial, ha llegado de forma segura!\nAhora tiene que abrir las puertas.\nEn este caso tenemos que abrir las puertas del lado izquierdo con ‘i’.","Ótimo, você chegou em segurança!\nAgora você deve abrir as portas.\nCom 'I', você pode abrir as portas da esquerda e, com 'P', as portas da direita.\nNo nosso caso, devemos abrir as portas da esquerda com 'I'."
TUTORIAL_0_9,Thank you for playing! You can now exit the game with 'Esc'.,Danke für's spielen! Sie können die Fahrt nun mit 'Esc' beenden.,Grazie per aver giocato! Ora puoi tornare al menu principale premendo ‘Esc’,プレイしていただきありがとうございます。'Esc'でゲームを終了できます。,Samouczek ukończony! Możesz teraz wyjść używając przycisku 'Esc',Дякую за проведений час! Тепер ви можете вийти в меню за допомогою ‘Esc’.,Merci d’avoir joué ! Vous pouvez maintenant quitter le jeu avec 'Echap'.,¡Gracias por jugar! Ahora puede salir del juego con ‘Esc’.,Obrigado por jogar! Agora você pode sair do jogo com 'Esc'.
TUTORIAL_0_10,"Nice! Now you can press 'e', to start the engines.","Schön! Nun können Sie 'e' drücken, um den Motor zu starten.",,,,,"Bien! Maintenant, vous pouvez appuyer sur 'e', pour démarrer les moteurs.","¡Bien! Ahora puede pulsar ‘e’, para arrancar los motores.",Boa! Agora você pode pressionar 'E' para ligar os motores.
TUTORIAL_0_11,"Hint:\n\nIf you don't know further on at any time or you just want to enjoy the ride, press 'ctr' + 'a' to activate the autopilot and a second time to deactivate it.","Tipp:\n\nWenn Sie einmal nicht weiter wissen sollten oder einfach nur die Fahrt genießen wollen, drücken Sie 'Strg' + 'a', um den Autopilot zu aktivieren und ein zweites Mal um ihn wieder zu deaktivieren.",,,,,"Astuce :\n\nSi vous êtes perdus ou si vous voulez simplement profiter du trajet, appuyez sur 'ctrl' + 'a' pour activer le pilote automatique et une seconde fois pour le désactiver.","Pista:\n\nSi no sabe qué hacer a continuación o simplemente quiere disfrutar del trayecto, pulse ‘ctr’ + ‘a’ para activar el piloto automático y una segunda vez para desactivarlo.","Dica:\n\nSe você não souber mais o que fazer ou apenas quiser aproveitar o passeio, pressione as teclas 'Ctrl' + ‘A’ para ativar o piloto automático e uma segunda vez para desativá-lo."
,,,,,,,,,
TUTORIAL_1_DESCRIPTION,"This is the tutorial for advanced users.\nPlease make sure, that you disabled 'Easy Mode' in the Menu before starting this tutorial.","Dies ist das Tutorial für erfahrene Spieler.\nBitte vergewissern Sie sich, dass Sie den Einfachen Modus deaktiviert haben, und den Zug JFR1-Red ausgewählt haben.",Questa è la guida passo passo per utenti avanzati.\nAssicurati di aver disabilitato la modalità facile prima di cominciare,これは上級者向けのチュートリアルです。\nメニューの’イージーモード’を無効にしてから開始してください。,,"Це навчання для досвідчених користувачів.\nБудь ласка, переконайтеся, що ви вимкнули ‘Простий режим’ у меню перед початком цього навчання.",C’est le tutoriel pour les utilisateurs avancés.\nVeuillez vous assurer que vous avez désactivé 'Mode Facile' dans le Menu avant de démarrer ce tutoriel.,"Este es el tutorial para usuarios avanzados.\nPor favor, asegúrese de que ha desactivado “Modo Fácil” en el Menú antes de comenzar este tutorial.","Este é o tutorial para usuários avançados.\nPor favor, certifique-se de que desativou o 'Modo Fácil' no Menu antes de iniciar este tutorial."
TUTORIAL_1_0,"It is highly recommended, to do the 'Basics' tutorial first. The Easy-Mode is now deactivated.\n\nNow let's start the engines! Set up your train properly and wait to the departure at 12:00.\n\nHint: To check all components of the Train, press 'F2'. Try it out!","Es wird empfohlen, zuerst das 'Basics' Tutorial zu spielen. Der einfache Modus wurde nun deaktiviert.\n\nLassen Sie uns nun starten! Bereiten Sie bitte Ihren Zug wie gehabt vor, und warten bis zur Abfahrt um 12:00 Uhr.\n\nTipp: Um alle die Zug-Informationen abzurufen, drücken Sie 'F2'. Probieren Sie es aus!",Ti consigliamo di seguire la guida passo passo ‘Basics’ prima di procedere. La modalità facile è ora disattivata.\n\nAccendiamo i motori! Prepara il treno e attendi la partenza alle 12:00.\n\nSuggerimento: puoi controllare lo stato del treno premento ‘F2’. Provalo!,このゲームが初めての場合は’Basics’チュートリアルからやることを強くおすすめします。さて、イージーモードが解除されました。\n\n列車を起動しましょう!列車を適切にセットし、12:00の発車まで待ちます。\n\nヒント:列車の状態を確認するには’F2’を押します。やってみましょう!,,"Наполегливо рекомендуємо спочатку пройти навчання «Основи». Легкий режим деактивовано.\n\nТеперь запускаємо двигуни! Правильно налаштуйте свій поїзд і зачекайте до відправлення о 12:00.\n\nПорада: Щоб перевірити всі компоненти поїзда, натисніть 'F2'. Спробуй!","Il est fortement recommandé de faire d’abord le tutoriel 'Basics'. Le mode Facile est maintenant désactivé.\n\nMaintenant, démarrons les moteurs ! Configurez votre train correctement et attendez le départ à 12 h.\n\nAstuce : Pour vérifier tous les composants du train, appuyez sur 'F2'. Essayez !","Es altamente recomendable hacer el tutorial Básico primero. El Modo Fácil está ahora desactivado.-\n\n¡Ahora arranquemos los motores! Configure el tren apropiadamente y espere a la salida a las 12:00.\n\nPista: Para comprobar todos los componentes del tren, pulse ‘F2’. ¡Pruébelo!","É altamente recomendado fazer o tutorial 'Básicos' primeiro. O Modo Fácil foi desativado.\n\nAgora, vamos ligar os motores! Prepare o seu trem corretamente e aguarde a partida, às 12:00h.\n\nDica: para verificar todos os componentes do trem, pressione 'F2'. Dê uma olhada!"
TUTORIAL_1_1,"Great!\nIf you disabled Easy Mode, some trains will have another control:\nThere exists a brake and a acceleration roll.\nThe brake roll you can use with 'Arrow Left' and 'Arrow Right'.\nThe acceleration roll you can use with 'Arrow Up' and 'Arrow Down'.\n\nVery important:\nThe acceleration system locks if you apply the brakes or open the doors. To unlock the acceleration system, you have to close the doors and release the brakes completely. (The yellow bars at the left screen have to be completely dissapeared). Then you have to set the acceleration to zero with s. If it's zero, and everthing is green under 'F2' you can apply acceleration.","Großartig!\nJe nach dem, ob der Zug eine separate Beschleunigungs- und eine separate Brems-Rolle hat, und der einfache Modus deaktiviert ist, lässt sich der Zug anders steuern:\nDie Brems-Rolle bedient man mit 'Pfeil nach Links' und 'Pfeil nach Rechts'.\nDie Beschleunigungs-Rolle bedient man mit 'Pfeil nach Oben' und 'Pfeil nach Unten'.\n\nSehr wichtig: Das Beschleunigungssystem blockiert, sobald Türen geöffnet oder Bremsen betätigt wurden. Um das Beschleunigungssystem wieder zu entriegeln, muss man die Bremsen komplett lösen, und sich vergewissern, dass die Türen geschlossen sind.","Bene!\nSe la modalità facile è disabilitata, alcuni treni avranno un ulteriore controllo:\nEsistono la leva di frenata e quella di accelerazione.\nLa posizione della leva del freno può essere cambiata con 'Arrow Left' e 'Arrow Right'.\nQuella di accelerazione, invece, con 'Arrow Up' e 'Arrow Down'.\n\nMolto importante:\nIl sistema di accelerazione è bloccato quando apri le porte o freni. Per attivare il sistema di accelerazione, è prima necessario chiudere le porte e rilasciare i freni completamente. (le barre gialle sulo schermo sinistro devono scomparire completamente). Puoi quindi azzerare l’accelerazione premendo ‘Arrow Down’. Se è azzerata e tutto è verde quando premi ‘F1’, allora puoi applicare accelerazione.",上出来です。\nイージーモードを無効にした場合、一部の列車にはマスコンが二つあります\n一つは力行用で、もう一つがブレーキ用です。\nブレーキは’a’と’b’で操作できます。\n力行は’Arrow Up’と’b’です。\n\nドアが開いていたりブレーキがかかっていると、力行がロックされます。加速するにはドアを閉じて、ブレーキが完全に解除してある必要があります。(左側の黄色いバーが完全に消えている必要があります) 次に’s’を押して力行を一旦ゼロにします。’F2’を押してすべてが緑色になっている場合は、加速ができます。,,"Чудово! \nЯкщо ви вимкнете спрощений режим, деякі поїзди матимуть інший контроль: \nТам присутні гальмо та кран прискорення. \nКран гальмування ви можете використовувати за допомогою 'Arrow Left' та 'Arrow Right'. \nКран для прискорення 'Arrow Up' і 'Arrow Down'. \n\nДуже важливо: \nСистема прискорення блокується, якщо двері відкриті або застосовано гальмо. Щоб розблокувати систему прискорення, вам потрібно закрити двері та повністю відпустити гальма. (Жовті смуги на лівому екрані повинні повністю зникнути). Потім потрібно встановити прискорення на нуль за допомогою s. Якщо воно дорівнює нулю і все зелене у вікні, яке можна відкрити на ""F2"", ви можете застосувати прискорення.","Super !\nSi vous désactivez le mode Facile, certains trains auront un autre contrôle :\nIl existe des manettes de frein et d’accélération.\nVous pouvez utiliser la manette de frein avec « Flèche gauche » et « Flèche droite ».\nVous pouvez utiliser la manette d’accélération avec « Flèche haut » et « Flèche bas ».\n\nTrès important :\nLe système d’accélération se verrouille si vous serrez les freins ou si vous ouvrez les portes. Pour déverrouiller le système d’accélération, vous devez fermer les portes et relâcher les freins complètement. (Les barres jaunes à l’écran de gauche doivent être complètement disparues). Ensuite, vous devez définir l’accélération à zéro avec s. Si c’est zéro, et que tout est vert avec 'F2', vous pouvez appliquer l’accélération.","¡Genial!\nSi desactivó el Modo Fácil, algunos trenes tendrán otro control:\nHay una palanca para los frenos y otra para la aceleración.\nPara la palanca de a freno puede usar la ‘Flecha izquierda’ y ‘Flecha derecha’.\nLa palanca de aceleración la puede usar con ‘Flecha arriba’ y ‘Flecha abajo’\n\nMuy importante:\nEl sistema de aceleración se bloquea si aplica los frenos o abre las puertas. Para desbloquearlo, debe cerrar las puertas y soltar los frenos completamente. (Las barras amarillas en la pantalla izquierda tienen que desaparecer completamente). Entonces debe poner la aceleración a cero con ‘s’. Si es cero, y todo está verde en el panel ‘F2’, puede acelerar.","Muito bem!\nCaso tenha desativado o Modo Fácil, alguns trens apresentarão controles adicionais:\nHá um manípulo de freio e um de aceleração.\nO manípulo do freio pode ser utilizado com a 'Seta para a Esquerda' e a 'Seta para a Direita'.\nO manípulo de aceleração pode ser usado com 'Seta para Cima' e 'Seta para Baixo'.\n\nMuito importante:\nO sistema de aceleração trava ao aplicar os freios ou abrir as portas. Para destravar o sistema de aceleração, é necessário fechar as portas e soltar completamente os freios. (As barras amarelas na tela esquerda devem desaparecer completamente). Em seguida, você deve colocar a aceleração em zero, com 'S'. Uma vez que estiver em zero e tudo estiver verde em 'F2', você poderá aumentar a aceleração."
TUTORIAL_1_2,"Some trains have the 'SiFa' System. It's a security system, which ensures that the train driver is wake up during the train ride. Every 30 seconds you have to press the SiFa button, which is 'space'. Otherwise it will initiate enforced braking.\n\nNow it's time to press 'space' after closing this window.","Manche Züge besitzen das SiFa System. Es ist ein Sicherheitssystem, welches sicherstellt, dass Zugführer*innen noch fähig sind den Zug zu steuern. Alle 30 Sekunden muss man also den SiFa-Knopf betätigten, welcher die Leertaste ist. Ansonsten wird es nach ein paar Sekunden eine Zwangsbremsung geben.\n\nNun ist es an der Zeit, nach Schließen des Fensters die Leertaste zu drücken.","Alcuni treni sono equipaggiato col sistema 'VACMA'. È un sistema di sicurezza, che si assicura che il macchinista sia sveglio durante il tragitto. Sarà necessario premere il pulsante ‘VACMA’ ogni 30 secondi, ‘spazio’ nel nostro caso. In caso di mancata pressione, la frenata forzata sarà attivata.\n\nPreparati a premere ‘spazio’ dopo aver chiuso questa finestra.",一部の列車には’SiFa’システムがあります。これは運転手の居眠り運転を防止するシステムです。SiFaシステムがある場合は、30秒ごとにボタンを押す必要があります。このゲームではスペースキーです。\n\nこのウィンドウを閉じた後に、スペースキーを押してください。,,"Деякі поїзди мають систему ""SiFa"". Це система безпеки, яка забезпечує пробудження машиніста під час керування поїзда. Кожні 30 секунд потрібно натискати кнопку SiFa, що в нашому випадку є ""пробілом"". В іншому випадку він застосує примусове гальмування. \n\nТепер прийшов час натиснути ""пробіл"" після закриття цього вікна.","Certains trains ont le système de Veille automatique. C’est un système de sécurité qui qui permet de s'assurer en permanence que le conducteur est présent à son poste et conscient pendant le trajet en train. Toutes les 30 secondes, vous devez appuyer sur le bouton Veille automatique, avec la barre d’ 'espace'. Sinon, cela va déclencher le freinage forcé.\n\nIl est temps d’appuyer sur 'espace' après avoir fermé cette fenêtre.","Algunos trenes tienen el sistema ‘Dispositivo HM’. Es un sistema de seguridad que asegura que el maquinista está despierto durante el trayecto. Cada 30 segundos debe pulsar el botón Dispositivo HM, que es ‘Barra espaciadora’. De lo contrario, se forzará el frenado.\n\nAhora es momento de pulsar ‘Barra espaciadora’ tras cerrar esta ventana.","Alguns trens têm o sistema 'SiFa'. É um sistema de segurança que garante que o maquinista esteja acordado durante a viagem. A cada 30 segundos você deve pressionar o botão SiFa ('Espaço'). Caso contrário, a frenagem forçada será ativada.\n\nEstá na hora de pressionar 'Espaço', logo após fechar esta janela."
TUTORIAL_1_3,"Did you already send feedback? Then the developers know what you wish at most, and will work on this feature. You can find a feedback button at the main menu.\n\nThank you very much!","Haben Sie bereits Feedback gesendet? Dann wissen die Programmierer, was Spieler*innen sich am meisten wünschen, und werden eher an diesen Wünschen arbeiten. Der Feedback-Knopf befindet sich im Hauptmenü.\n\nVielen vielen Dank!","Ci hai già detto cosa ne pensi di questo simulatore? Facci sapere cosa ti piacerebbe vedere in una prossima vesione e noi ci occuperemo di renderlo reale. Nel menu principale, troverai un pulsante per inviarci le tue opinioni.\n\nGrazie mille!",フィードバックは送りましたか?\nフィードバックを送れば、開発者はあなたが何を望んでいるかを知ることができ、今後の更新で反映されます。\nフィードバックはメインメニューにあるボタンで送ることができます。\nどうかご協力の方をよろしくお願いいたします。,,"Ви вже надіслали відгук? Тоді розробники знатимуть, що ви бажаєте найбільше, і працюватимуть над цією функцією. Ви можете знайти кнопку зворотного зв’язку в головному меню. \n\nЯ буду дуже вам вдячний!","Avez-vous déjà envoyé des commentaires ? Les développeurs peuvent connaître ce que vous souhaiteriez, et pourront travailler sur cette fonctionnalité. Vous pouvez trouver un bouton de commentaire (« feedback ») dans le menu principal.\n\nMerci!",¿Ya ha enviado retroalimentación? Los desarrolladores sabrían qué es lo que más deseas y trabajarán en ello. Puede encontrar el botón de feedback en el menú principal.\n\n¡Muchas gracias!,"Já enviou seu feedback? Dessa forma, os desenvolvedores saberão o que você deseja e poderão trabalhar nesse recurso. Você pode encontrar um botão de feedback no menu principal.\n\nMuito obrigado!"
TUTORIAL_1_4,Thank you for playing! \nNow you are ready for every track in Libre TrainSim.,Vielen Dank für's Spielen!\n\nSie sind nun für jede Strecke in Libre TrainSim bereit.,Grazie per aver giocato! \nOra sei pronto per affrontare qualsiasi tracciato in Libre TrainSim.,プレイしていただきありがとうございます。\nこれでLibre TrainSimを完璧な状態で遊べます。,,Дякую за гру! \nТепер ви готові до любого треку в Libre TrainSim.,Merci d’avoir jouer ! \nVous êtes maintenant prêt pour chaque parcours de Libre TrainSim.,¡Gracias por jugar! \nAhora está preparado para todas las vías en Libre TrainSim.,Obrigado por jogar! \nAgora você sabe tudo o que precisa para conduzir em todas as vias de Libre TrainSim.
TUTORIAL_1_5,Hint:\n\nIf the train display is too small on your screen you can press 'F1' to show a bigger overlay.\nYou also can hide the information in the top right corner with 'F3'.,"Tipp:\n\nWenn das Zug-Display zu klein für Ihren Bildschirm ist, können Sie dieses mit der Taste 'F1' größer anzeigen lassen.\nAuch können Sie die Informationen rechts oben mit 'F3' ausblenden.",,,,,"Astuce :\n\nSi l’affichage du train est trop petit sur votre écran, vous pouvez appuyer sur 'F1' pour afficher une plus grande superposition.\nVous pouvez également masquer les informations dans le coin supérieur droit avec 'F3'.",Pista:\n\nSi la pantalla del tren es demasiado pequeña en su pantalla puede pulsar ‘F1’ para mostrar una interfaz más grande.\nTambién puede ocultar la información de la esquina superior derecha con ‘F3’.,"Dica:\n\nSe o painel do trem estiver pequeno demais na tela, aperte 'F1' para mostrar uma versão maior.\nVocê também pode ocultar as informações no canto superior direito com 'F3'."
TUTORIAL_1_6,"You can also switch between different Camera Views:\n\n'1': Cockpit-View\n'2': Train follow camera\n'3'-'8': Passenger views\n'0': Free Camera. Controls: 'W','A','S','D'","Sie können auch zwischen verschiedenen Kamera-Perspektiven wechseln:\n\n'1': Führerstandssicht\n'2': Außenansicht des Zuges\n'3'-'8': Fahrgastsicht\n'0': Freie Kamera. Bedienung: 'W','A','S','D'",,,,,"Vous pouvez également basculer entre différentes vues caméra :\n\n'1' : Vue de la cabine\n'2' : Caméra poursuite du Train\n'3'-'8' : Vues passagers\n'0' : Camera libre. Commandes : 'W','A','S','D'","También puede cambiar entre diferentes Cámaras:\n\n’1’: Vista-Cabina\n’2’: Camera de seguimiento del tren\n’3’-’8’: Vistas de pasajeros\n’0’: Cámara libre. Controles: ‘W’, ’A’, ‘S’, ‘D’","Você também pode alternar entre diferentes Ângulos de Câmera:\n\n'1': Visão da Cabine\n'2': Câmera de Perseguição\n'3'-'8': Visão dos Passageiros\n'0': Câmera livre. Controles: 'W','A','S','D'"
,,,,,,,,,
TUTORIAL_2_DESCRIPTION,Welcome to Libre TrainSim 0.7!\n\nMany features where added since 0.6.\nLet's survey them!,Willkommen bei Libre TrainSim 0.7!\n\nViele Funktionen wurden seit Version 0.6 hinzugefügt.\nLassen wir uns diese gemeinsam erkunden!,Benvenuto su Libre TrainSim 0.7!\n\nMolte funzionalità sono state aggiunte dalla versione 0.6.\nScopriamole assieme!,Libre TrainSim 0.7へようこそ!\n\nバージョン0.6以降に追加された多くの新機能。\nそれらを調査してみましょう。,,Ласкаво просимо до Libre TrainSim 0.7! \n\nБагато функцій було додано після 0.6. \nДавайте оглянемо їх!,Bienvenue sur Libre TrainSim 0.7 !\n\nDe nombreuses fonctionnalités ont été ajoutées depuis 0.6.\nExaminons les !,¡Bienvenido a Libre TrainSim 0.7!\n\nSe han añadido muchas características desde 0.6.\n,Boas-vindas ao Libre TrainSim 0.7!\n\nMuitos recursos foram adicionados desde a versão 0.6.\nVamos passar por eles!
TUTORIAL_2_0,"At first: We don't want to drive ourself today.\n\nPress 'Ctrl' + 'a' for activating the autopilot.\nIf you are in the easy mode, it will be available, and can turned on every time.","Zuerst: Wir wollen heute nicht selber fahren.\n\nDrücken Sie 'Strg' + 'a', um den Autopilot zu aktivieren.\nWenn Sie das Szenario im Einfachen Modus gestartet haben, ist dieser verfügbar, und kann jederzeit aktiviert werden.","Prima cosa: oggi non guideremo.\n\nPremi 'Ctrl' + 'a' per arrivare la guida automatica.\nIn modalità facile, sarà sempre disponibile and può essere inserita/disinserita in ogni momento.",毎回自分で運転するのは正直だるい方もいるでしょう\nそんなときは自動運転を使います。\n'Ctrl' + 'a'で自動運転を有効にできます。\n自動運転はイージーモードでしか使えないことに注意してください。,,"Спочатку: сьогодні ми не хочемо їздити. \n\nНатисніть «Ctrl» + «a» для активації автопілота. \nВін буде доступний, якщо ви перебуваєте в спрощеному режимі, і ви зможете вмикати його щоразу","D’abord : Nous ne voulons conduire nous-même aujourd’hui.\n\nAppuyez sur 'Ctrl' + 'a' pour activer le pilote automatique.\nSi vous êtes en mode facile, il sera disponible, et peut être activé à chaque fois.","Primero: No queremos conducir hoy.\n\nPulsa ‘Ctrl’ + ‘a’ para activar el piloto automático.\nSi está en modo fácil, estará disponible y se puede activar en cualquier momento.","Primeiramente, estamos sem vontade de conduzir hoje.\n\nPressione 'Ctrl' + 'A' Para ativar o piloto automático.\nSe você estiver no modo fácil, esse recurso estará disponível e poderá ser ativado quando quiser."
TUTORIAL_2_1,Great!\n\nAlso now an outer view of the train has been added. Press '2' for that.,Wunderbar!\n\nEs wurde auch eine Außenansicht hinzugefügt. Drücken Sie '2' um diese zu aktivieren.,Ottimo!\n\nLa vista dall’esterno è stata aggiunta. Premi ‘2’ per attivarla.,完璧です。\n\n列車の外観が追加されました。キーボードの’2’で見ることができます。,,Чудово! \n\nТакож додано функцію вигляд поїзда від 3 лиця. Для цього натисніть '2'.,Super !\n\nUne vue extérieure du train a été ajoutée. Appuyez sur '2' pour utiliser cette caméra.,¡Genial!\n\nTambién se ha añadido una vista externa del tren. Pulse ‘2’ para verla.,"Muito bem!\n\nAlém disso, foi adicionada uma visão externa do trem. Pressione '2' para vê-la."
TUTORIAL_2_2,Nice! Just move your mouse to move around to look around.\nUse your mouse wheel to zoom in and out.\n\nAfter that please press '1' to get back to the cabin view.,"Schön! Sie können die Kamera mit der Maus, und dem Mausrad bewegen.\n\nDrücken Sie '1', wenn Sie den Zug fertig betrachtet haben.",Ben fatto! Usa il puntatore per guardarti intorno.\nUsa la rotellina per avvicinarti o allontanarti.\n\nQuando sei pronto premi ‘1’ per tornare in cambina.,Nice! マウスを動かすことで色々な角度から見回せます。\nマウスホイールを使用することでズームイン/ズームアウトができます。\キーボードの’1’で運転席視点に戻せます。,,"Не погано! Просто порухайте мишкою, щоб обертати камеру. \nВикористовуйте колесо миші для приближення та віддалення. \n\nПісля цього натисніть ""1"", щоб повернутися до виду з кабіни.",Bien joué ! Il suffit de déplacer votre souris pour se déplacer pour regarder autour.\nUtilisez la molette de votre souris pour zoomer et dézoomer.\n\nAprès avoir appuyé sur '1' pour revenir à la vue de la cabine.,"¡Bien! Simplemente mueva el ratón para mirar alrededor.\nUse la rueda del ratón para hacer zoom.\n\nDespués, pulse ‘1’ para volver a la vista en cabina.","Boa! Basta mover o mouse para olhar ao redor.\nUse a roda do mouse para aumentar e diminuir o zoom.\n\nDepois disso, aperte '1' para voltar à visão da cabine."
TUTORIAL_2_3,If it is hard to read the display you can now press 'F1' to activate/deactivate the train HUD at your screen.,"Wenn es schwierig ist, das mittlere Display zu lesen, können Sie auch 'F1' drücken, um es auf Ihrem Bildschirm anzuzeigen.","Se fai fatica a leggere gli schermi nel cruscotto, premi ‘F1’ per attivare/disattivare la sovrimpressione.",運転台のディスプレイが読みにくい場合は、’F1’を押すことで右下に同様の物が表示されます。,,"Важко прочитати з дисплею? Тепер ви можете увімкнути / вимкнути HUD поїзда на екрані, натиснувши 'F1'","S’il est difficile de lire l’affichage, vous pouvez maintenant appuyer sur 'F1' pour activer/désactiver l’affichage tête haute (HUD) du train à votre écran.",Si es difícil leer los paneles puede pulsar ‘F1’ para activar/desactivar el HUD del tren en su pantalla.,"Se estiver com dificuldades para ler o mostrador, você agora pode apertar 'F1' para ativar/desativar o HUD do trem na sua tela."
TUTORIAL_2_4,"Did you already recognize the route information in the top right corner?\nIt displays following Information:\n- Distance to the next signal, and the signal status\n- Distance to the next speed limit and the speed limit itself\n-The distance and arrival time to the next station, or the departure of the current station\n\nYou can disable this by pressing 'F3'.","Haben Sie schon die Informationen in der rechten oberen Ecke bemerkt?\nDiese Tabelle zeigt folgende Informationen:\n- Die Distanz zum nächsten Signal, und dessen Status\n- Die Distanz zum nächsten Geschwindigkeitslimit, und das Geschwindigkeitslimit selbst\n- Die Distanz und Ankunftszeit zur nächsten Station, oder die Abfahrtszeit der momentanen Station\n\nSie können diese Tabelle mit 'F3' ein- und ausblenden.","Hai già riconosciuto le informazioni nell’angolo in alto a destra?\nIl riquadro contiene:\n- distanza dal prossimo segnale e stato del segnale\n- distanza dal prossimo limite di velocità e il limite stesso\n- distanza e orario di arrivo pianificato alla prossima stazione, oppure l’orario di partenza dalla stazione corrente\n\nPuoi disabilitare il pannello premendo 'F3'.",右上のルート情報はもうご存知ですか？\nこれには次の情報が表示されます\n\t-次の信号までの距離と状態\n\t-次の制限速度までの距離と制限速度の内容\n\t-次の駅までの距離と到着時間、または現在の駅の出発時間\n\n’F3’を押すことで非表示にできます。,,"Ви вже впізнали інформаційну панель про маршрут у верхньому правому куті? \nВін відображає таку інформацію: \n- Відстань до наступного сигналу та стан сигналу \n- Відстань до наступного обмеження швидкості та обмеження швидкості на даний момент \n- Відстань та час прибуття до наступної станції або відправлення від поточної станції \n\nЦе вікно можна скрити, натиснувши 'F3'.","Avez-vous déjà vu l’information sur l’itinéraire dans le coin supérieur droit?\nElle affiche les informations suivantes :\n- Distance jusqu’au signal suivant, et l’état du signal\n- Distance jusqu’à la limite de vitesse suivante et la limite de vitesse elle-même\n-La distance et l’heure d’arrivée jusqu’à la station suivante, ou le départ de la station en cours\n\nVous pouvez le désactiver en appuyant sur 'F3'.","¿Ya vio la información de la ruta en la esquina superior derecha?\nMuestra la siguiente Información:\n-Distancia hasta la siguiente señal y su estado\n- Distancia al siguiente límite de velocidad y el mismo límite de velocidad\nLa distancia y hora de llegada a la siguiente estación, o la salida de la estación actual\n\nPuede deshabilitarlo pulsando ‘F3’.","Percebeu as informações da rota no canto superior direito?\nEla apresenta as seguintes informações:\n- Distância até o sinal seguinte e o estado do sinal\n- Distância até o limite de velocidade seguinte e o limite em si\n- Distância e hora de chegada à estação seguinte, ou de partida da estação atual\n\nVocê pode desativar isso com 'F3'."
TUTORIAL_2_5,"Also some more settings where added to the main menu.\nAnd shadows where added! Great, isn't it?\n\nEnjoy the ride!","Auch wurden weitere Einstellungen im Hauptmenü hinzugefügt.\nUnter anderem wurden auch Schatten hinzugefügt. Schön, oder?\n\nGenießen Sie die Fahrt!","Inoltre, alcune impostazioni sono state aggiunge nel menu principale.\nAh! Sono state aggiunte le ombre! Non è fantastico?\n\nBuon viaggio!",また、メインメニューにある設定にいくつか新しいものが追加されました\nそして影が追加されました!\n\nそれでは快適な列車の旅をお楽しみください,,"Також ще деякі налаштування, додані в головне меню. \nІ тіні були додані! Чудово, чи не так? \n\nНасолоджуйтесь поїздкою!","De plus, d’autres paramètres ont été ajoutés au menu principal.\nEt des ombres ont été ajoutées ! Super, n’est-ce pas?\n\nProfitez de la balade !",También se han añadido opciones interesantes al menú principal.\n¡Se añadieron sombras! Fantástico. ¿Verdad?-\n\n¡Disfrute del trayecto!,"Além disso, mais algumas configurações foram adicionadas ao menu principal.\nE sombras foram adicionadas! Incrível, não?\n\nTenha uma boa viagem!"
TUTORIAL_2_6,"The track can now be pitched, or tended in curves. Do you see the tendency?\nNow more realistic tracks could be builded.",Gleise können nun angehoben und/oder in Kurven geneigt werden. Sehen Sie die Neigung?\nDies sollte realistischere Strecken erlauben.,I binari possono essere inclinati adesso. Hai fatto caso all’inclinazione?\nQuesto permette la creazione di tracciati molto più realistici.,線路がピッチングしたり、カーブで傾斜がつくようになりました。斜めに傾いてるのがわかりますか?\nこれでよりリアルな線路を作ることができます。,,Тепер колію можна нахиляти або вигинати за допомогою кривих. Ви бачите тенденцію? \nТепер можна створити більш реалістичні треки.,"La piste peut maintenant être inclinée, ou courbée. Vous le voyez?\nMaintenant des pistes plus réalistes peuvent être construite.",La pista ahora puede estar inclinada o tener peralte en curvas. ¿Ve la pendiente?\nAhora se pueden construir vías más realistas.,A via agora pode ser inclinada ou tendida em curvas. Vê a inclinação?\nIsso agora permite construir vias mais realistas.
